CGPA,Internships,Projects,Workshops/Certification,AptitudeTestScore,Skill Test Score,ExtracurricularActivities,PlacementTraining,SSC_Marks,HSC_Marks,PlacementStatus
2.98,2,3,0,85,4.4,Yes,Yes,84,83,Placed
3.29,1,2,3,83,4.7,Yes,Yes,59,81,Placed
3.24,0,2,1,70,3.7,Yes,Yes,55,74,Placed
3.47,1,2,2,90,4.5,Yes,Yes,80,64,Placed
3.69,2,3,2,90,4.8,Yes,Yes,76,86,Placed
3.38,1,1,1,66,4.3,No,No,56,71,NotPlaced
2.89,1,2,0,76,4.5,Yes,Yes,75,82,NotPlaced
3.73,1,0,0,75,4.7,Yes,Yes,76,76,Placed
3.64,2,3,2,90,4.8,Yes,Yes,80,88,Placed
3.64,1,3,0,82,4.7,Yes,Yes,78,85,Placed
3.64,0,3,2,83,4.7,Yes,Yes,72,86,NotPlaced
3.11,1,2,0,77,4.1,No,Yes,66,73,NotPlaced
3.56,2,3,2,90,4.8,Yes,Yes,84,84,Placed
3.33,1,2,1,77,4.7,Yes,Yes,86,88,Placed
3.56,2,1,2,80,4.6,Yes,No,77,61,Placed
3.78,2,3,2,82,4.4,Yes,Yes,76,65,Placed
3.64,1,3,2,88,4.8,Yes,Yes,85,80,Placed
3.64,1,3,2,81,4.8,Yes,Yes,75,83,Placed
3.64,0,3,2,90,4.2,Yes,No,80,84,NotPlaced
3.69,2,3,2,90,4.3,Yes,Yes,82,80,Placed
3.42,1,3,2,76,4.4,Yes,Yes,61,83,NotPlaced
3.33,2,3,1,73,4.3,Yes,Yes,78,86,NotPlaced
3.29,1,1,0,72,3.6,No,No,55,71,NotPlaced
3.51,1,3,0,85,4.8,Yes,Yes,78,87,Placed
3.42,2,3,2,90,4.8,Yes,No,78,81,Placed
3.29,2,1,0,80,4,Yes,Yes,69,67,NotPlaced
3.38,1,3,0,78,3.9,Yes,Yes,72,85,NotPlaced
3.47,1,1,1,83,3.7,No,Yes,64,71,NotPlaced
3.11,0,3,0,75,3.9,No,No,56,70,Placed
3.56,1,3,1,90,4.4,No,Yes,82,67,NotPlaced
3.69,2,3,2,90,4.8,Yes,Yes,78,85,Placed
3.69,0,1,0,90,4.1,No,No,63,66,NotPlaced
3.29,1,1,0,88,4,No,Yes,56,66,NotPlaced
3.69,1,2,0,78,4.6,Yes,Yes,75,82,Placed
3.24,1,2,1,73,4,No,No,56,75,NotPlaced
3.51,0,3,2,80,4.2,Yes,Yes,79,85,Placed
3.87,2,3,2,90,4.8,Yes,Yes,74,81,Placed
3.07,1,1,1,64,4.6,No,No,55,61,NotPlaced
3.38,0,1,1,60,3.2,No,No,56,63,NotPlaced
2.89,0,1,1,66,4.6,No,No,62,66,NotPlaced
3.33,1,1,0,88,4.6,No,No,55,60,NotPlaced
3.11,1,1,1,73,4.6,No,No,56,62,NotPlaced
3.33,0,1,0,89,4.5,No,No,71,62,NotPlaced
3.51,0,1,0,80,4.8,No,Yes,83,69,NotPlaced
3.29,1,3,0,70,3.8,No,No,78,86,NotPlaced
2.89,1,2,1,84,3.8,No,Yes,81,62,NotPlaced
3.33,1,3,1,84,4.6,No,No,81,62,NotPlaced
3.02,1,1,0,69,3.9,No,No,62,60,NotPlaced
3.38,1,2,0,70,4.2,No,No,56,74,NotPlaced
3.78,2,3,2,90,4.8,Yes,Yes,70,86,Placed
2.89,1,1,0,68,4,No,Yes,55,69,NotPlaced
3.29,2,2,0,65,3.9,No,No,55,67,NotPlaced
2.93,1,3,3,65,4.2,Yes,Yes,55,86,Placed
2.89,1,2,0,78,4.5,No,No,64,69,NotPlaced
3.6,1,3,2,80,4.5,Yes,No,83,84,Placed
2.93,2,1,0,74,4.3,No,Yes,56,73,NotPlaced
3.56,2,3,2,90,4.7,Yes,Yes,76,84,NotPlaced
2.93,1,1,0,69,3.9,No,Yes,65,66,NotPlaced
3.73,2,3,3,89,4.6,Yes,Yes,77,85,Placed
3.33,1,1,0,74,4.7,No,No,55,64,NotPlaced
3.29,0,1,0,68,4.1,No,Yes,81,73,NotPlaced
3.64,2,3,2,90,4.8,Yes,No,76,88,Placed
3.38,1,1,0,74,4.5,No,Yes,70,66,NotPlaced
3.69,0,2,0,85,4.2,No,No,56,67,NotPlaced
3.29,1,3,2,76,3.7,Yes,Yes,74,83,NotPlaced
3.38,1,1,0,77,3.7,No,Yes,55,67,Placed
3.24,1,2,1,83,3.2,No,Yes,68,71,NotPlaced
3.69,1,3,3,88,4,No,Yes,77,63,Placed
3.29,2,0,0,69,4.4,Yes,No,63,60,NotPlaced
3.64,1,3,2,85,4.6,Yes,Yes,79,86,Placed
3.78,1,3,2,90,4.8,Yes,Yes,82,88,Placed
3.64,1,3,0,88,4.2,Yes,Yes,66,88,Placed
2.89,2,3,1,76,4.3,Yes,No,76,77,NotPlaced
3.16,0,1,0,73,4.1,No,Yes,55,64,NotPlaced
3.38,0,1,1,65,4.1,No,No,65,63,NotPlaced
3.73,2,3,2,90,4.8,Yes,No,82,82,Placed
3.78,1,3,2,85,4.6,Yes,Yes,71,84,Placed
2.93,0,1,0,68,4.8,No,No,55,71,Placed
3.51,1,1,0,90,4.5,Yes,Yes,73,82,Placed
3.38,1,2,1,88,4.2,Yes,Yes,73,86,Placed
3.73,1,3,2,90,4.2,Yes,Yes,89,88,Placed
2.89,1,1,0,77,4.3,No,No,55,66,NotPlaced
3.24,0,3,0,72,4.4,No,No,66,71,NotPlaced
3.69,1,3,2,88,4.8,Yes,Yes,77,85,Placed
2.89,1,1,0,83,4.6,No,Yes,69,70,NotPlaced
3.38,1,1,1,63,3.8,No,No,62,60,NotPlaced
3.2,0,2,0,82,4.8,No,Yes,55,66,NotPlaced
3.69,2,2,2,87,4.7,Yes,Yes,86,85,Placed
3.38,1,2,0,70,3.7,Yes,Yes,63,71,Placed
3.64,1,3,2,90,4.6,Yes,Yes,83,74,Placed
2.89,1,1,0,89,3.7,No,Yes,55,71,NotPlaced
3.64,2,3,2,90,4.5,Yes,Yes,86,81,Placed
3.64,0,3,2,81,4.6,Yes,Yes,77,81,NotPlaced
3.78,2,3,2,90,4.8,Yes,Yes,77,88,Placed
3.47,1,3,1,82,4.8,Yes,Yes,76,83,Placed
3.29,1,1,0,60,4.3,Yes,Yes,61,75,Placed
3.24,1,2,1,80,4.3,Yes,Yes,55,72,Placed
3.47,1,1,0,73,4.6,No,Yes,64,69,NotPlaced
3.38,0,3,1,70,4.1,Yes,No,55,63,NotPlaced
2.89,1,1,0,65,3.6,No,No,55,76,NotPlaced
3.78,2,2,2,87,4.8,Yes,Yes,88,86,Placed
3.69,1,1,0,88,4.1,No,No,64,74,NotPlaced
2.89,0,3,0,66,3.5,No,No,55,67,NotPlaced
3.78,2,3,0,87,4.6,Yes,Yes,86,85,Placed
3.64,2,2,2,87,4.8,Yes,Yes,88,85,Placed
3.64,2,3,2,90,4.6,Yes,Yes,75,83,Placed
3.69,1,2,2,76,4,Yes,Yes,74,62,NotPlaced
3.29,2,2,1,82,4.6,Yes,Yes,73,88,NotPlaced
3.47,0,1,1,90,4.2,Yes,Yes,55,73,Placed
2.98,1,1,0,74,3.7,No,Yes,55,67,NotPlaced
3.6,2,2,1,79,4.5,Yes,Yes,72,81,NotPlaced
3.33,1,1,0,78,3.8,No,No,64,66,NotPlaced
2.89,1,2,0,77,4,No,No,65,74,NotPlaced
3.69,2,2,2,73,3.9,Yes,Yes,86,71,NotPlaced
2.89,1,3,2,87,4.7,Yes,Yes,77,70,Placed
3.42,0,1,1,67,3.4,No,No,65,64,NotPlaced
2.89,0,3,1,82,4.6,No,No,57,66,NotPlaced
3.24,1,1,0,80,3.6,Yes,Yes,78,80,Placed
3.73,1,3,0,75,4.6,Yes,Yes,81,84,NotPlaced
3.51,2,3,2,88,4.6,Yes,Yes,69,81,Placed
3.02,1,3,1,86,4.8,Yes,Yes,76,79,NotPlaced
3.33,1,2,2,68,4,Yes,Yes,69,68,Placed
3.29,1,1,1,69,3.9,No,No,55,66,NotPlaced
3.42,0,1,0,89,4.2,No,No,55,70,NotPlaced
3.42,0,1,0,81,3.8,Yes,Yes,82,64,NotPlaced
3.29,2,3,2,80,4.8,Yes,Yes,70,67,NotPlaced
3.42,1,2,0,75,4.4,No,No,60,73,NotPlaced
3.33,1,1,1,74,4.5,Yes,Yes,62,78,NotPlaced
2.89,1,1,0,73,4.1,No,Yes,55,66,NotPlaced
3.64,2,3,2,90,4.8,Yes,Yes,77,82,Placed
3.29,1,1,3,70,4.5,No,Yes,55,65,NotPlaced
3.78,2,3,2,90,4.8,Yes,Yes,75,88,Placed
3.33,1,1,1,81,4,No,Yes,75,61,NotPlaced
3.51,2,2,0,77,4.4,No,Yes,68,68,Placed
3.51,1,2,2,83,4.8,Yes,Yes,77,85,Placed
3.64,2,3,2,88,4.5,Yes,No,79,84,Placed
3.38,1,3,2,90,4,Yes,Yes,73,84,NotPlaced
2.89,1,1,0,82,4.6,Yes,Yes,67,71,NotPlaced
2.89,1,1,1,72,3.8,No,Yes,55,66,NotPlaced
3.56,0,1,2,89,4.7,Yes,Yes,72,84,Placed
3.33,0,2,0,80,3.8,Yes,Yes,77,69,NotPlaced
3.38,1,2,1,83,4.8,Yes,Yes,55,62,NotPlaced
2.89,1,1,1,66,3.7,No,Yes,56,57,NotPlaced
3.69,2,2,1,87,4.5,Yes,Yes,82,80,NotPlaced
2.89,1,1,1,66,3.8,Yes,Yes,62,75,NotPlaced
3.64,1,2,0,88,4.8,Yes,Yes,71,69,Placed
3.38,1,1,3,76,3.8,No,Yes,59,60,NotPlaced
3.42,1,2,0,81,4.8,No,No,55,66,NotPlaced
3.69,1,3,2,87,4.7,Yes,Yes,77,81,Placed
3.16,1,3,1,74,4.3,No,Yes,72,81,Placed
3.47,1,3,2,90,4.8,Yes,Yes,80,84,NotPlaced
3.29,1,2,1,90,4.4,Yes,Yes,81,86,NotPlaced
2.93,1,1,0,74,3.8,No,Yes,64,76,Placed
3.87,2,3,2,90,4.8,Yes,Yes,78,85,Placed
2.89,2,3,2,84,4.5,Yes,No,81,68,NotPlaced
3.6,1,2,0,79,4.3,No,Yes,55,67,NotPlaced
3.29,0,2,2,80,4.8,No,Yes,61,88,Placed
3.82,2,3,2,89,4.7,Yes,Yes,69,79,Placed
3.42,2,3,2,82,4.8,Yes,Yes,80,87,NotPlaced
3.07,1,1,0,78,4.3,Yes,Yes,55,72,NotPlaced
3.07,1,2,0,69,4,No,Yes,55,58,NotPlaced
3.42,2,2,0,80,3.8,Yes,Yes,62,72,NotPlaced
3.6,0,3,2,90,4.8,Yes,Yes,78,86,Placed
3.82,2,3,2,90,4.8,No,Yes,71,85,Placed
3.29,1,2,1,71,4.7,No,Yes,69,73,NotPlaced
3.33,1,1,1,76,4,No,Yes,55,70,NotPlaced
3.38,1,3,1,85,4.4,No,Yes,75,82,NotPlaced
3.51,0,2,0,80,4.2,No,Yes,66,60,NotPlaced
3.42,1,2,1,72,4.5,No,Yes,55,65,NotPlaced
2.93,1,1,0,72,3.2,No,Yes,55,68,NotPlaced
3.38,1,2,2,86,4.3,Yes,Yes,70,80,NotPlaced
3.51,1,1,1,75,4.5,Yes,Yes,71,67,NotPlaced
3.64,2,2,0,74,4.1,No,No,60,74,NotPlaced
3.24,0,1,0,76,4,No,No,63,70,NotPlaced
3.73,1,3,0,86,3.6,Yes,Yes,76,87,Placed
3.56,2,3,2,89,4.5,Yes,Yes,76,87,Placed
3.56,1,3,2,90,4.8,Yes,Yes,79,84,Placed
3.51,1,2,0,68,3.6,No,Yes,65,61,NotPlaced
3.24,1,1,2,71,4,No,Yes,55,69,NotPlaced
3.42,1,3,1,83,4.8,Yes,Yes,73,68,Placed
3.87,2,3,2,90,4.8,Yes,Yes,80,84,Placed
3.87,0,3,2,90,4.8,Yes,Yes,71,83,Placed
2.98,1,1,1,75,3.7,No,No,63,71,NotPlaced
3.69,1,2,0,73,4.8,Yes,Yes,74,86,NotPlaced
3.64,1,3,2,73,4.5,Yes,Yes,82,64,Placed
3.73,2,3,2,90,4.7,Yes,Yes,75,82,Placed
2.89,1,2,1,72,4.5,No,No,60,69,NotPlaced
3.42,1,1,2,70,3.9,Yes,No,72,65,NotPlaced
3.02,2,3,0,80,4.4,No,Yes,74,85,Placed
3.78,0,1,0,71,4,Yes,No,73,69,NotPlaced
3.6,1,2,2,90,4,No,Yes,74,86,NotPlaced
3.47,2,1,2,90,4.8,Yes,Yes,73,83,Placed
3.47,0,1,0,74,3.3,No,No,55,63,NotPlaced
3.91,2,3,2,90,4.8,Yes,Yes,83,86,Placed
3.64,2,3,2,88,4.8,Yes,Yes,79,86,Placed
3.6,1,3,0,74,4,Yes,Yes,62,83,Placed
3.6,1,2,0,89,4.7,Yes,Yes,75,85,Placed
3.33,1,1,3,78,4.5,No,No,69,73,NotPlaced
3.6,2,1,2,78,4.7,Yes,Yes,78,71,Placed
3.2,1,2,0,60,4.6,No,No,58,63,NotPlaced
3.47,0,3,1,90,3.8,No,Yes,55,71,NotPlaced
2.89,2,3,2,80,4.8,Yes,Yes,78,82,NotPlaced
3.29,1,1,0,62,3.6,No,No,57,72,NotPlaced
3.38,1,1,2,69,3.9,No,Yes,63,69,NotPlaced
3.33,0,1,1,83,4,No,Yes,56,67,NotPlaced
3.56,0,3,2,76,4.8,Yes,Yes,80,84,Placed
3.69,2,2,0,90,4.8,Yes,Yes,80,72,Placed
3.2,2,2,2,87,4.7,Yes,Yes,65,87,Placed
3.42,1,3,2,90,4.4,No,Yes,87,84,Placed
3.51,1,3,2,90,4.5,Yes,Yes,87,85,Placed
3.78,2,3,2,90,4.6,Yes,Yes,81,88,Placed
3.56,1,1,0,90,4.5,Yes,Yes,69,74,Placed
3.56,2,3,0,90,4.8,Yes,Yes,80,69,Placed
3.64,1,1,0,69,4.5,No,Yes,55,70,NotPlaced
3.33,1,1,0,76,4,Yes,No,55,67,NotPlaced
2.89,1,1,1,68,4.4,Yes,No,60,60,NotPlaced
3.73,1,2,1,79,3.8,Yes,Yes,76,82,Placed
3.29,0,1,0,79,3.8,No,No,55,67,NotPlaced
3.11,2,1,1,88,4.8,Yes,Yes,75,81,Placed
3.69,1,3,2,77,4,No,Yes,76,82,NotPlaced
3.42,0,1,1,64,3.9,No,Yes,55,63,NotPlaced
3.6,2,2,2,87,4.8,Yes,Yes,75,85,Placed
3.24,1,2,1,86,4.3,No,Yes,68,64,NotPlaced
3.82,1,3,0,90,4.8,Yes,Yes,55,70,Placed
3.78,1,3,1,90,4.8,Yes,Yes,80,67,NotPlaced
3.82,2,3,0,84,4.8,Yes,Yes,86,87,Placed
3.38,1,0,1,75,4.8,Yes,Yes,83,80,Placed
3.69,2,3,2,85,4.7,Yes,No,80,85,Placed
3.64,1,1,2,90,4.8,Yes,Yes,71,87,Placed
3.78,2,3,2,90,4.8,Yes,Yes,81,82,Placed
3.42,0,2,0,79,4,No,No,58,72,NotPlaced
3.38,1,2,1,61,3.2,No,No,61,57,NotPlaced
3.33,1,3,2,82,4.8,Yes,No,81,88,Placed
3.47,0,3,0,89,4.8,Yes,Yes,83,79,Placed
3.73,0,3,0,83,4,Yes,No,77,66,NotPlaced
3.64,2,3,2,90,4.8,Yes,Yes,68,86,Placed
3.78,2,3,2,90,4.8,Yes,Yes,81,88,Placed
3.56,1,1,2,87,4.1,Yes,Yes,74,68,Placed
2.89,2,3,2,80,4,Yes,Yes,72,86,Placed
2.89,1,1,1,73,4,Yes,No,55,62,NotPlaced
3.24,1,3,0,80,4.2,No,No,67,64,NotPlaced
3.47,0,2,1,62,3.6,No,No,55,66,NotPlaced
3.73,2,3,2,90,4.6,Yes,Yes,74,88,Placed
3.78,2,3,2,90,4.5,Yes,Yes,85,88,Placed
3.24,0,1,0,75,4.7,Yes,Yes,67,72,Placed
3.78,2,3,2,90,4.8,Yes,Yes,76,86,Placed
3.69,1,3,1,87,4.5,Yes,No,70,82,NotPlaced
3.07,1,2,0,67,3.7,No,Yes,76,71,NotPlaced
3.29,0,2,1,71,4.7,No,Yes,79,67,NotPlaced
3.69,1,3,2,90,4.5,Yes,Yes,76,81,Placed
3.02,1,2,0,74,3.9,No,No,55,62,NotPlaced
3.73,0,3,3,85,4.8,Yes,Yes,63,69,Placed
2.89,1,1,0,74,4.7,Yes,Yes,82,78,NotPlaced
3.78,2,3,0,90,3.8,Yes,Yes,87,84,Placed
3.33,1,2,0,76,4,No,Yes,59,62,Placed
3.24,0,1,1,69,4.6,No,Yes,68,64,NotPlaced
3.56,1,2,2,83,4.3,Yes,Yes,72,88,NotPlaced
3.64,1,2,3,83,4.2,Yes,Yes,78,80,NotPlaced
3.56,0,2,1,74,4.1,Yes,Yes,57,87,Placed
3.73,1,2,1,73,4.5,No,Yes,75,84,NotPlaced
3.42,0,2,1,68,4,Yes,Yes,57,83,Placed
3.38,1,2,1,80,3.9,No,Yes,80,66,NotPlaced
3.42,2,2,1,84,4.7,Yes,Yes,78,82,Placed
3.78,2,3,2,88,4.8,Yes,Yes,68,88,Placed
3.56,2,3,0,83,4.1,Yes,Yes,67,83,NotPlaced
3.38,2,2,0,77,4.4,No,Yes,72,74,NotPlaced
3.47,2,3,0,86,4.6,Yes,Yes,74,86,Placed
3.51,1,3,3,83,4.7,Yes,Yes,69,81,Placed
2.89,1,1,0,87,4.8,No,No,63,66,Placed
3.24,1,3,0,84,4.6,Yes,No,61,66,NotPlaced
3.78,2,3,2,90,4.8,Yes,Yes,75,88,Placed
3.78,0,3,0,81,4.4,Yes,Yes,82,83,NotPlaced
3.82,2,3,2,88,4.8,Yes,Yes,83,80,Placed
2.89,0,1,2,89,3.8,No,No,72,72,Placed
3.69,1,2,2,86,4.8,Yes,Yes,58,72,Placed
3.56,1,3,1,90,4.8,Yes,Yes,79,87,Placed
2.98,0,1,1,75,3.2,No,No,55,71,NotPlaced
3.42,1,1,2,76,4.7,Yes,No,71,65,NotPlaced
2.93,1,3,2,90,4.6,Yes,Yes,73,65,NotPlaced
3.38,0,3,0,87,4.1,Yes,Yes,77,71,Placed
3.69,1,2,0,72,3.9,Yes,Yes,74,79,Placed
2.89,1,1,0,70,4.2,No,No,60,67,NotPlaced
3.64,0,3,2,76,4.7,Yes,Yes,83,85,NotPlaced
2.89,1,1,0,77,4.2,No,Yes,55,70,NotPlaced
3.73,1,2,0,79,3.4,Yes,Yes,72,88,Placed
2.93,1,1,0,71,3,No,No,65,62,NotPlaced
3.42,1,3,0,80,4.8,Yes,Yes,73,82,NotPlaced
3.51,2,3,1,75,4.5,Yes,Yes,79,80,NotPlaced
3.56,0,3,2,87,4.7,Yes,Yes,78,70,Placed
3.38,1,1,1,79,4.1,No,Yes,55,68,Placed
3.6,0,2,0,73,4.7,Yes,Yes,78,67,NotPlaced
3.82,1,2,0,68,3.9,Yes,Yes,72,83,Placed
3.6,1,3,0,75,4.5,No,Yes,71,68,Placed
3.82,2,3,2,90,4.8,Yes,Yes,77,82,Placed
3.78,2,3,2,85,4.7,Yes,No,85,83,Placed
3.82,2,2,1,78,4,Yes,Yes,81,77,NotPlaced
3.02,1,2,2,70,3.8,No,Yes,55,67,NotPlaced
3.2,0,1,0,70,3.5,No,No,58,69,NotPlaced
3.87,1,2,2,84,4.8,Yes,Yes,84,77,Placed
2.98,0,1,1,68,3.4,No,No,65,69,NotPlaced
3.47,2,3,2,90,4.5,Yes,Yes,78,83,Placed
3.69,0,3,0,90,4.7,Yes,Yes,69,82,Placed
3.42,1,2,0,78,4.6,Yes,Yes,73,78,Placed
2.93,0,1,0,70,4.3,No,No,63,64,NotPlaced
3.33,1,1,0,90,4.6,No,Yes,68,73,NotPlaced
3.02,2,1,0,77,4,No,No,60,77,NotPlaced
3.73,0,3,2,69,4.5,Yes,Yes,55,84,Placed
3.64,1,3,2,79,4.8,Yes,Yes,76,81,Placed
3.47,2,2,1,84,4,No,Yes,86,73,NotPlaced
3.87,2,3,2,90,4.8,Yes,Yes,85,86,Placed
3.51,0,3,1,81,4.6,No,No,66,70,NotPlaced
3.33,1,2,2,80,4.3,Yes,Yes,65,80,Placed
2.89,0,1,0,62,4.6,No,No,61,66,NotPlaced
3.73,2,3,1,86,4.4,Yes,Yes,57,80,Placed
2.93,1,1,1,68,3.5,No,No,64,73,Placed
2.98,0,1,0,79,4.4,No,No,76,66,NotPlaced
2.98,2,1,2,71,4,No,Yes,55,65,NotPlaced
2.89,1,1,0,67,3.1,No,No,65,68,NotPlaced
3.33,1,1,2,67,3.5,Yes,Yes,55,64,NotPlaced
3.78,1,2,2,74,4,No,Yes,83,79,NotPlaced
2.98,0,1,0,63,3.8,No,No,62,63,NotPlaced
3.64,1,1,1,68,3.9,No,Yes,70,66,Placed
3.87,2,1,2,80,3.9,No,No,68,82,NotPlaced
3.73,2,3,2,87,4.7,Yes,Yes,79,86,Placed
3.07,0,2,1,82,3.9,No,Yes,78,59,NotPlaced
3.16,0,1,0,70,4.4,No,No,77,67,NotPlaced
3.24,0,1,0,72,4.3,No,No,55,68,NotPlaced
3.69,1,1,1,73,4.1,No,No,78,83,NotPlaced
2.89,0,1,1,85,4.2,No,Yes,60,77,Placed
3.82,2,2,2,76,4.7,Yes,No,67,84,Placed
3.33,0,1,1,82,3.8,No,Yes,62,70,NotPlaced
3.11,0,1,0,69,4.4,Yes,Yes,71,72,Placed
3.33,1,2,1,73,4.2,Yes,Yes,72,64,NotPlaced
3.69,2,3,2,90,4.6,Yes,No,74,84,Placed
2.89,2,1,0,75,4,No,No,55,70,NotPlaced
3.56,2,3,2,89,4.8,Yes,Yes,79,80,NotPlaced
3.33,1,1,0,77,4,No,Yes,62,67,NotPlaced
3.78,1,3,2,90,4.8,Yes,Yes,76,85,Placed
4,2,3,2,90,4.8,Yes,Yes,83,88,Placed
2.93,1,2,1,67,4.1,Yes,Yes,73,69,NotPlaced
3.42,1,2,1,69,3.3,Yes,Yes,68,68,NotPlaced
3.56,2,3,2,90,4.8,Yes,Yes,77,85,Placed
2.89,2,1,0,74,4.5,No,No,63,83,NotPlaced
2.89,1,3,0,81,3.8,No,Yes,63,57,NotPlaced
3.2,2,2,2,87,4.4,Yes,Yes,72,70,Placed
3.69,1,3,1,88,4.8,No,Yes,72,69,Placed
3.24,1,1,0,71,4.4,No,No,55,74,Placed
3.24,1,1,0,77,4,No,Yes,55,59,NotPlaced
3.51,2,3,2,90,4.8,Yes,Yes,82,88,Placed
3.24,1,1,0,79,4.5,No,Yes,55,67,NotPlaced
3.42,1,1,1,64,4.5,No,No,55,65,NotPlaced
3.33,1,1,1,70,3.3,No,No,59,58,NotPlaced
3.42,0,1,2,72,4.3,Yes,No,82,72,NotPlaced
3.38,0,1,1,80,3.9,No,No,55,66,NotPlaced
3.11,1,1,1,73,4.3,Yes,No,74,81,NotPlaced
2.89,0,3,0,72,4.2,Yes,Yes,75,69,NotPlaced
3.56,2,3,2,90,4.8,Yes,Yes,80,88,Placed
2.89,1,2,2,76,4.8,No,Yes,81,85,NotPlaced
3.33,0,2,0,68,4,No,Yes,67,71,Placed
3.24,0,1,0,78,3.6,No,No,56,70,NotPlaced
3.33,2,2,1,68,3.7,No,No,59,62,NotPlaced
3.82,1,2,1,78,4.3,Yes,Yes,70,67,Placed
3.82,2,3,2,82,4.4,Yes,Yes,64,83,Placed
3.73,2,3,2,90,4.8,Yes,Yes,80,87,Placed
3.33,2,1,0,69,4.5,Yes,No,71,69,NotPlaced
3.69,1,1,2,82,4.2,Yes,No,55,87,Placed
3.73,0,2,0,71,3.8,Yes,Yes,56,63,NotPlaced
3.69,2,3,2,90,4.8,Yes,Yes,83,85,Placed
2.89,1,1,0,67,4.3,No,Yes,72,67,NotPlaced
3.69,2,3,0,88,4.8,Yes,Yes,77,81,NotPlaced
3.42,1,3,2,78,4.4,Yes,No,83,85,NotPlaced
3.6,1,2,0,87,4.3,Yes,Yes,76,66,NotPlaced
3.51,1,2,0,77,3.8,Yes,Yes,58,78,NotPlaced
3.91,2,3,2,90,4.7,Yes,Yes,80,86,Placed
3.29,1,2,1,76,4.4,Yes,Yes,79,70,NotPlaced
3.69,1,0,0,85,4.3,Yes,Yes,87,83,Placed
2.89,0,3,0,77,4.2,No,No,78,61,NotPlaced
3.38,1,2,0,82,3.9,No,No,58,68,NotPlaced
3.69,1,3,2,90,4.8,Yes,Yes,88,73,Placed
3.64,1,1,1,79,4.1,Yes,Yes,58,83,NotPlaced
3.02,1,2,0,80,4.5,Yes,Yes,56,67,Placed
3.33,2,2,1,74,4.4,No,Yes,82,62,NotPlaced
3.38,0,1,0,71,3.9,No,No,59,64,NotPlaced
3.73,1,2,1,74,4.3,No,No,57,68,NotPlaced
3.73,2,3,2,90,4.5,Yes,Yes,69,81,NotPlaced
3.64,2,3,0,90,4.8,Yes,Yes,68,82,Placed
3.38,0,3,2,82,4.5,No,No,78,64,Placed
3.07,0,1,0,79,4.8,Yes,No,62,67,NotPlaced
3.73,0,1,0,85,3.7,Yes,Yes,57,71,Placed
3.29,1,2,1,74,4.3,No,No,56,70,NotPlaced
3.33,1,2,0,81,4.7,No,Yes,56,69,NotPlaced
3.73,0,1,0,90,4.8,No,Yes,55,65,Placed
3.69,1,3,0,90,4.7,Yes,Yes,71,86,Placed
3.51,1,1,2,72,4.8,Yes,No,64,69,Placed
3.73,0,3,2,75,4.8,Yes,Yes,55,63,NotPlaced
3.42,0,1,1,85,4.4,No,Yes,61,65,Placed
3.02,1,1,1,78,3.8,No,No,58,68,NotPlaced
3.82,2,3,2,90,4.6,Yes,Yes,74,88,Placed
3.42,2,3,0,81,4.7,Yes,Yes,66,80,Placed
3.73,1,0,2,81,4.2,Yes,Yes,74,88,Placed
2.89,1,1,1,76,4.8,Yes,No,57,79,NotPlaced
3.69,2,2,3,87,4.8,Yes,Yes,81,84,NotPlaced
3.24,2,1,0,83,3.7,Yes,Yes,60,65,Placed
2.89,0,2,0,85,4.8,No,No,89,67,Placed
3.64,1,2,2,80,4.4,Yes,Yes,72,83,Placed
3.38,1,1,1,71,4.2,No,No,57,68,NotPlaced
3.78,2,2,2,82,4.5,Yes,Yes,55,81,NotPlaced
3.29,2,3,2,89,4.8,Yes,No,88,82,NotPlaced
3.11,2,3,2,90,4.8,Yes,Yes,90,80,Placed
3.64,1,1,1,78,4,No,Yes,56,70,NotPlaced
3.07,1,3,2,80,4.6,Yes,Yes,73,83,Placed
3.02,0,1,0,63,3.6,No,No,55,67,NotPlaced
3.78,0,3,2,90,4.8,Yes,Yes,74,64,Placed
3.64,1,3,2,90,4.8,No,Yes,71,83,Placed
2.89,1,1,1,69,3.7,Yes,No,62,65,NotPlaced
3.29,1,1,0,74,4.5,No,No,64,71,Placed
3.51,0,2,2,87,3.9,No,Yes,63,69,NotPlaced
3.6,2,3,2,86,4.7,Yes,Yes,76,80,Placed
3.87,2,3,0,87,4.8,Yes,Yes,76,88,Placed
3.33,1,2,0,78,4.4,Yes,Yes,61,71,NotPlaced
3.64,2,3,2,90,4.7,Yes,Yes,80,86,Placed
3.47,1,3,0,76,4.4,Yes,Yes,74,74,NotPlaced
2.89,1,2,0,69,4.8,No,Yes,56,72,NotPlaced
3.6,1,2,2,78,4.7,Yes,Yes,57,83,NotPlaced
3.69,2,3,3,89,4.5,Yes,Yes,77,88,Placed
3.56,1,3,0,80,4,Yes,Yes,83,68,NotPlaced
3.47,1,1,0,66,3.7,Yes,Yes,62,67,Placed
2.93,1,1,2,86,4.7,No,No,55,69,Placed
3.02,1,3,0,83,4.4,No,Yes,58,63,NotPlaced
3.51,2,3,2,80,4.5,Yes,Yes,77,85,Placed
3.29,1,2,0,75,3.9,No,Yes,69,70,Placed
3.6,0,2,1,88,3.8,Yes,Yes,72,82,NotPlaced
3.64,2,3,2,82,4.4,Yes,Yes,80,83,Placed
3.82,0,3,0,86,4.5,Yes,No,70,83,NotPlaced
